USPS	GEOID	ANSICODE	NAME	FUNCSTAT10	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                         
TX	4823193170	01939115	Quinlan CCD	S	20969	9205	379835647	80771514	     146.655	      31.186	 32.908328	 -96.140680                                                                                     
TX	4823194270	01939336	Wolfe City CCD	S	2352	1079	127302091	433636	      49.152	       0.167	 33.349615	 -96.057939                                                                                     
TX	4823390385	01938552	Borger CCD	S	19341	9316	790604035	10544041	     305.254	       4.071	 35.719783	-101.301148                                                                                      
TX	4823393750	01939232	Stinnett CCD	S	2809	1313	1507800046	8967543	     582.165	       3.462	 35.900545	-101.389127                                                                                     
TX	4823592540	01938989	Mertzon North CCD	S	115	76	1357809246	11009	     524.253	       0.004	 31.417855	-100.985518                                                                                     
TX	4823592545	01938990	Mertzon South CCD	S	1484	780	1365725429	165307	     527.310	       0.064	 31.196950	-100.975489                                                                                  
TX	4823790500	01938575	Bryson CCD	S	1208	629	446564152	3523365	     172.419	       1.360	 33.141407	 -98.356248                                                                                         
TX	4823791905	01938862	Jacksboro CCD	S	6217	2659	1475444501	16668063	     569.672	       6.436	 33.298886	 -98.156967                                                                                   
TX	4823792995	01939080	Perrin CCD	S	1619	807	436594540	4321340	     168.570	       1.668	 33.087966	 -98.060619                                                                                         
TX	4823991175	01938713	Edna-Cordele CCD	S	7508	3453	681599536	20539777	     263.167	       7.930	 29.062629	 -96.642111                                                                                 
TX	4823991450	01938767	Ganado CCD	S	3131	1286	306268471	12711064	     118.251	       4.908	 29.034479	 -96.463573                                                                                       
TX	4823992165	01938914	La Ward-Lolita CCD	S	2211	1291	668798294	32516931	     258.224	      12.555	 28.813983	 -96.445552                                                                               
TX	4823994005	01939283	Vanderbilt CCD	S	1225	560	491559150	5293321	     189.792	       2.044	 28.928391	 -96.715761                                                                                     
TX	4824190520	01938579	Buna CCD	S	10633	4564	732786371	4725423	     282.930	       1.824	 30.410157	 -93.989238                                                                                         
TX	4824191920	01938865	Jasper CCD	S	17991	8986	1092505976	71970211	     421.819	      27.788	 30.972634	 -94.056252                                                                                     
TX	4824192040	01938889	Kirbyville CCD	S	7086	3248	606305353	3211950	     234.096	       1.240	 30.701992	 -93.997690                                                                                    
TX	4824391355	01938748	Fort Davis CCD	S	2105	1459	3411436303	85383	    1317.163	       0.033	 30.767531	-103.829724                                                                                     
TX	4824393985	01939279	Valentine CCD	S	237	154	2453734861	120826	     947.392	       0.047	 30.733659	-104.458230                                                                                       
TX	4824590230	01938521	Beaumont CCD	S	116114	50568	196985775	7256274	      76.057	       2.802	 30.089752	 -94.148477                                                                                   
TX	4824592070	01938895	LaBelle CCD	S	13826	2513	323688072	21151708	     124.977	       8.167	 29.928096	 -94.157949                                                                                     
TX	4824592770	01939035	Nome-China CCD	S	10201	4295	599149071	4934199	     231.333	       1.905	 30.005357	 -94.328623                                                                                   
TX	4824593097	01938704	Port Arthur CCD	S	110068	46172	244133659	90141228	      94.261	      34.804	 29.943950	 -93.959181                                                                               
TX	4824593385	01939159	Sabine Pass CCD	S	2064	876	905637127	488670940	     349.668	     188.677	 29.703903	 -94.143034                                                                                  
TX	4824792820	01939045	North Jim Hogg CCD	S	5217	2302	876627210	54073	     338.468	       0.021	 27.239927	 -98.751245                                                                                  
TX	4824793660	01939214	South Jim Hogg CCD	S	83	139	2065956949	38491	     797.670	       0.015	 26.953990	 -98.675990                                                                                    
TX	4824990035	01938482	Alice CCD	S	29098	11089	1021308925	2109190	     394.330	       0.814	 27.676852	 -98.098265                                                                                      
TX	4824992910	01939063	Orange Grove-Sandia CCD	S	8093	3494	831124895	6444226	     320.899	       2.488	 27.955036	 -98.049156                                                                           
TX	4824993140	01939109	Premont CCD	S	3647	1564	387817510	186105	     149.737	       0.072	 27.359912	 -98.145820                                                                                        
TX	4825190050	01938485	Alvarado CCD	S	40488	14591	434456073	4467044	     167.744	       1.725	 32.448375	 -97.180919                                                                                    
TX	4825190535	01938582	Burleson-Joshua CCD	S	53895	20187	286577898	1117075	     110.648	       0.431	 32.489425	 -97.393229                                                                             
TX	4825190750	01938628	Cleburne CCD	S	45619	17633	550539406	12983589	     212.564	       5.013	 32.285971	 -97.443845                                                                                   
TX	4825191540	01938785	Godley CCD	S	4035	1591	347668244	2425126	     134.235	       0.936	 32.418986	 -97.549868                                                                                        
TX	4825191625	01938802	Grandview CCD	S	6897	2717	257701805	4315786	      99.499	       1.666	 32.287957	 -97.213188                                                                                     
TX	4825390110	01938497	Anson CCD	S	3440	1595	518531148	2656793	     200.206	       1.026	 32.759258	 -99.915145                                                                                         
TX	4825391695	01938820	Hamlin CCD	S	2410	1209	411130659	2143414	     158.738	       0.828	 32.841051	-100.070721                                                                                        
TX	4825391745	01938830	Hawley-Noodle CCD	S	10028	2338	809565892	14265354	     312.575	       5.508	 32.591568	 -99.861387                                                                               
TX	4825392320	01938945	Lueders CCD	S	827	456	312863657	1875098	     120.797	       0.724	 32.769831	 -99.694762                                                                                         
TX	4825393720	01939226	Stamford CCD	S	3497	1824	352853128	1288662	     136.237	       0.498	 32.905538	 -99.794044                                                                                      
TX	4825591285	01938734	Falls City CCD	S	1490	716	294511990	5298573	     113.712	       2.046	 28.936174	 -98.047951                                                                                     
TX	4825591510	01938779	Gillett CCD	S	724	458	501389989	3737550	     193.588	       1.443	 29.075571	 -97.786168                                                                                         
TX	4825591980	01938877	Karnes City CCD	S	3899	1579	364177988	2239165	     140.610	       0.865	 28.845483	 -97.960982                                                                                   
TX	4825591995	01938880	Kenedy CCD	S	7281	2141	482629449	2937174	     186.344	       1.134	 28.769405	 -97.841847                                                                                        
TX	4825593365	01939155	Runge CCD	S	1430	756	293451014	1307030	     113.302	       0.505	 28.878041	 -97.698600                                                                                          
TX	4825790653	01938607	Cedar Creek Lake CCD	S	8215	3662	214001527	40236756	      82.626	      15.535	 32.384033	 -96.233430                                                                             
TX	4825790875	01938653	Crandall CCD	S	9307	3374	261044149	5609687	     100.790	       2.166	 32.576205	 -96.459587                                                                                      
TX	4825791350	01938747	Forney CCD	S	35517	11793	230168782	6032454	      88.869	       2.329	 32.733662	 -96.451577                                                                                      
TX	4825791985	01938878	Kaufman CCD	S	14815	5630	428984346	5103046	     165.632	       1.970	 32.482044	 -96.290301                                                                                      
TX	4825793865	01939255	Terrell CCD	S	22957	9077	433178496	8617976	     167.251	       3.327	 32.746369	 -96.208049                                                                                      
TX	4825793870	01939256	Terrell South CCD	S	12539	4786	454623441	4229996	     175.531	       1.633	 32.613508	 -96.233453                                                                                
TX	4825990360	01938547	Boerne CCD	S	27018	11032	658456025	1264896	     254.231	       0.488	 29.824730	 -98.725108                                                                                      
TX	4825990815	01938641	Comfort CCD	S	6392	3023	1057289607	231913	     408.222	       0.090	 30.005974	 -98.705778                                                                                       
TX	4826193465	01939175	Sarita CCD	S	416	233	3777053964	1262537526	    1458.329	     487.468	 26.890232	 -97.591233                                                                                      
TX	4826391925	01938866	Jayton North CCD	S	236	175	861304664	244773	     332.552	       0.095	 33.316823	-100.792295                                                                                     
TX	4826391930	01938867	Jayton South CCD	S	572	377	1476177193	820471	     569.955	       0.317	 33.088067	-100.772771                                                                                    
TX	4826590675	01938613	Center Point CCD	S	4260	1987	335157989	1303075	     129.405	       0.503	 29.907791	 -98.999584                                                                                  
TX	4826591875	01938856	Ingram CCD	S	11698	6218	1955730070	4995218	     755.112	       1.929	 30.095527	 -99.485099                                                                                      
TX	4826592015	01938884	Kerrville CCD	S	33667	15626	566692637	3951879	     218.801	       1.526	 30.041947	 -99.086532                                                                                   
TX	4826791960	01938873	Junction Northwest CCD	S	1284	1334	1823102307	6582	     703.904	       0.003	 30.559895	 -99.883701                                                                              
TX	4826791965	01938874	Junction Southeast CCD	S	3323	2037	1416938591	487040	     547.083	       0.188	 30.420636	 -99.564318                                                                            
TX	4826991670	01938815	Guthrie CCD	S	286	186	2359146771	6398129	     910.872	       2.470	 33.614159	-100.250548                                                                                        
TX	4827190400	01938555	Brackettville CCD	S	3598	1940	3522525947	13125082	    1360.055	       5.068	 29.347086	-100.417700                                                                               
TX	4827392035	01938888	Kingsville CCD	S	30027	11746	1745014598	515886569	     673.754	     199.185	 27.453273	 -97.626275                                                                               
TX	4827393260	01939133	Riviera CCD	S	2034	1041	537563387	25154355	     207.554	       9.712	 27.323130	 -97.881779                                                                                      
TX	4827590265	01938528	Benjamin CCD	S	487	309	1586834928	12009928	     612.680	       4.637	 33.649818	 -99.781838                                                                                      
TX	4827591585	01938794	Goree CCD	S	255	168	190643900	35526	      73.608	       0.014	 33.496594	 -99.522608                                                                                             
TX	4827592045	01938890	Knox City CCD	S	1363	706	167647996	430271	      64.729	       0.166	 33.439893	 -99.823572                                                                                       
TX	4827592695	01939020	Munday CCD	S	1614	861	257970186	101904	      99.603	       0.039	 33.472165	 -99.652980                                                                                          
TX	4827790285	01938532	Biardstown CCD	S	1223	519	214772977	4045309	      82.924	       1.562	 33.504640	 -95.512488                                                                                     
TX	4827790345	01938544	Blossom CCD	S	4120	1736	329716285	4258026	     127.304	       1.644	 33.712458	 -95.388933                                                                                       
TX	4827791020	01938682	Deport CCD	S	2127	1001	264368879	1176049	     102.073	       0.454	 33.498673	 -95.380497                                                                                        
TX	4827791840	01938849	Howland CCD	S	861	379	154445069	1836848	      59.632	       0.709	 33.567338	 -95.639729                                                                                         
TX	4827792970	01939075	Paris CCD	S	30760	14110	245158832	5809895	      94.656	       2.243	 33.661790	 -95.524366                                                                                       
TX	4827793130	01939107	Powderly CCD	S	4414	1928	242297266	16736884	      93.552	       6.462	 33.809197	 -95.497887                                                                                     
TX	4827793355	01939153	Roxton CCD	S	1468	699	264133296	2945581	     101.982	       1.137	 33.554760	 -95.773342                                                                                         
TX	4827793795	01939241	Sumner CCD	S	4820	2109	634719385	30304816	     245.067	      11.701	 33.775136	 -95.717565                                                                                       
TX	4827991105	01938699	Earth CCD	S	1660	739	446259476	57014	     172.302	       0.022	 34.235829	-102.408869                                                                                            
TX	4827992220	01938925	Littlefield CCD	S	7301	3260	704877271	71491	     272.155	       0.028	 33.943828	-102.233703                                                                                     
TX	4827992900	01939061	Olton CCD	S	2794	1123	539567663	86864	     208.328	       0.034	 34.179809	-102.187680                                                                                           
TX	4827993775	01939237	Sudan-Amherst CCD	S	2222	1006	941193181	3758392	     363.397	       1.451	 34.027468	-102.492970                                                                                 
TX	4828190015	01938478	Adamsville CCD	S	1086	708	601617868	156522	     232.286	       0.060	 31.271480	 -98.138076                                                                                      
TX	4828192130	01938907	Lampasas CCD	S	16947	7136	607680346	746294	     234.627	       0.288	 31.119936	 -98.147865                                                                                      
TX	4828192255	01938932	Lometa CCD	S	1644	874	636948838	1930625	     245.927	       0.745	 31.197202	 -98.397215                                                                                         
TX	4828390870	01938652	Cotulla CCD	S	5124	2371	2928623087	15108243	    1130.748	       5.833	 28.421613	 -99.073569                                                                                     
TX	4828391240	01938726	Encinal CCD	S	1762	375	921887603	4431038	     355.943	       1.711	 28.132153	 -99.174713                                                                                        
TX	4828591680	01938817	Hallettsville CCD	S	6975	3972	1291481808	1491021	     498.644	       0.576	 29.411903	 -96.814676                                                                                
TX	4828592655	01939012	Moulton CCD	S	2568	1520	341287563	170224	     131.772	       0.066	 29.563184	 -97.066228                                                                                        
TX	4828593560	01939194	Shiner CCD	S	3586	1891	206997938	34360	      79.922	       0.013	 29.426337	 -97.145034                                                                                          
TX	4828594300	01939342	Yoakum CCD	S	6134	2961	671764869	189807	     259.370	       0.073	 29.260911	 -97.014456                                                                                         
TX	4828791505	01938778	Giddings CCD	S	9080	3724	480062930	2392907	     185.353	       0.924	 30.173879	 -96.929176                                                                                      
TX	4828792190	01938919	Lexington CCD	S	4789	2221	537168355	2990112	     207.402	       1.154	 30.423212	 -97.076863                                                                                     
TX	4828792205	01938922	Lincoln-Dime Box CCD	S	2743	1554	611911541	7785626	     236.260	       3.006	 30.310349	 -96.901630                                                                              
TX	4828990510	01938577	Buffalo CCD	S	5302	2467	400563329	2412108	     154.658	       0.931	 31.413475	 -96.034949                                                                                       
TX	4828990680	01938614	Centerville CCD	S	4695	2979	1014676204	2451222	     391.769	       0.946	 31.254555	 -95.881734                                                                                  
TX	4828991940	01938869	Jewett-Marquez CCD	S	2039	1198	473425840	9402690	     182.791	       3.630	 31.263266	 -96.231107                                                                                
TX	4828992775	01939036	Normangee CCD	S	3375	1997	456956373	2272591	     176.432	       0.877	 31.112783	 -96.136007                                                                                     
TX	4828992870	01939055	Oakwood CCD	S	1390	868	433825540	2804438	     167.501	       1.083	 31.499682	 -95.794227                                                                                        
TX	4829190755	01938629	Cleveland CCD	S	25460	9929	908426061	14041565	     350.745	       5.421	 30.291788	 -94.968266                                                                                   
TX	4829190945	01938667	Daisetta CCD	S	3492	1537	354720381	2720060	     136.958	       1.050	 30.113364	 -94.611583                                                                                      
TX	4829191705	01938822	Hardin-Rye CCD	S	5369	2734	445368010	12930380	     171.958	       4.992	 30.310116	 -94.757845                                                                                   
TX	4829192195	01938920	Liberty-Dayton CCD	S	41322	14559	1291770448	16719802	     498.755	       6.456	 30.000188	 -94.781465                                                                            
TX	4829390835	01938645	Coolidge CCD	S	1302	565	260896919	4597457	     100.733	       1.775	 31.748852	 -96.673587                                                                                       
TX	4829391650	01938807	Groesbeck CCD	S	5915	2239	431766009	6422076	     166.706	       2.480	 31.532635	 -96.612243                                                                                     
TX	4829392050	01938891	Kosse CCD	S	937	505	277199610	2762104	     107.027	       1.066	 31.327120	 -96.598922                                                                                           
TX	4829392550	01938991	Mexia CCD	S	10553	4363	296400132	6346212	     114.441	       2.450	 31.687225	 -96.510272                                                                                        
TX	4829393015	01939084	Personville CCD	S	1798	1109	311792253	24302960	     120.384	       9.383	 31.533475	 -96.371147                                                                                  
TX	4829393135	01939108	Prairie Hill CCD	S	878	412	361529019	3345471	     139.587	       1.292	 31.654254	 -96.782864                                                                                    
TX	4829393900	01939262	Thornton CCD	S	2001	1343	405100418	24422661	     156.410	       9.430	 31.401996	 -96.490665                                                                                     
TX	4829590380	01938551	Booker CCD	S	2083	822	711749295	83854	     274.808	       0.032	 36.368343	-100.410280                                                                                           
TX	4829591345	01938746	Follett CCD	S	621	321	688341428	46274	     265.770	       0.018	 36.381715	-100.141340                                                                                           
TX	4829591805	01938842	Higgins CCD	S	598	369	1014242093	168613	     391.601	       0.065	 36.155270	-100.260940                                                                                         
TX	4829791500	01938777	George West CCD	S	6916	4194	1525314623	52691302	     588.927	      20.344	 28.194109	 -98.026664                                                                                 
TX	4829793905	01939263	Three Rivers CCD	S	4615	1871	1167486312	48792511	     450.769	      18.839	 28.519450	 -98.154477                                                                                
TX	4829992230	01938927	Llano North CCD	S	10497	7365	1068488290	61288445	     412.546	      23.664	 30.815474	 -98.681898                                                                                
TX	4829992235	01938928	Llano South CCD	S	8804	6915	1350649625	21130664	     521.489	       8.159	 30.610983	 -98.684675                                                                                 
TX	4830192525	01938986	Mentone CCD	S	82	50	1732507837	20151864	     668.925	       7.781	 31.844936	-103.561229                                                                                         
TX	4830391865	01938854	Idalou CCD	S	4132	1627	429227027	1615646	     165.725	       0.624	 33.718298	-101.656959                                                                                        
TX	4830392315	01938944	Lubbock CCD	S	258538	106756	1149881912	8065089	     443.972	       3.114	 33.576051	-101.886689                                                                                  
TX	4830393540	01939190	Shallowater CCD	S	6293	2433	351026071	1379999	     135.532	       0.533	 33.730258	-101.996803                                                                                   
TX	4830393590	01939200	Slaton CCD	S	9868	4248	389456221	2150787	     150.370	       0.830	 33.485880	-101.641279                                                                                        
TX	4830592880	01939057	O'Donnell CCD	S	1090	518	521098041	260016	     201.197	       0.100	 33.009340	-101.832976                                                                                       
TX	4830593820	01939246	Tahoka CCD	S	3905	1746	1472055739	3831521	     568.364	       1.479	 33.202590	-101.845003                                                                                       
TX	4830594230	01939328	Wilson CCD	S	920	412	316771156	78162	     122.306	       0.030	 33.323546	-101.670658                                                                                            
TX	4830790405	01938556	Brady CCD	S	6953	3399	1009291440	11428608	     389.690	       4.413	 31.054144	 -99.324694                                                                                       
TX	4830792505	01938982	Melvin CCD	S	686	510	1077512959	4991887	     416.030	       1.927	 31.271756	 -99.478718                                                                                         
TX	4830793280	01939137	Rochelle CCD	S	644	393	673082539	3864505	     259.879	       1.492	 31.293856	 -99.194799                                                                                        
TX	4830990175	01938510	Axtell CCD	S	4012	1654	271116046	7081136	     104.678	       2.734	 31.662493	 -96.976414                                                                                        
TX	4830990715	01938621	China Spring CCD	S	5106	1961	135850392	1045407	      52.452	       0.404	 31.677244	 -97.303725                                                                                  
TX	4830990895	01938657	Crawford CCD	S	4957	1998	441923913	552813	     170.628	       0.213	 31.558441	 -97.444576                                                                                       
TX	4830991210	01938720	Elm Mott CCD	S	6533	2584	117053628	1440955	      45.195	       0.556	 31.676652	 -97.100954                                                                                      
TX	4830992355	01938952	McGregor CCD	S	8644	3368	212370776	62972	      81.997	       0.024	 31.432668	 -97.392353                                                                                        
TX	4830992435	01938968	Mart CCD	S	5788	2447	247076606	8179003	      95.397	       3.158	 31.519458	 -96.925971                                                                                          
TX	4830992631	01939007	Moody-Lorena CCD	S	12584	4865	348058776	2539952	     134.386	       0.981	 31.361621	 -97.277251                                                                                 
TX	4830994055	01939293	Waco CCD	S	179824	73113	644382782	37377018	     248.798	      14.431	 31.524779	 -97.156381                                                                                      
TX	4830994140	01939310	West CCD	S	7458	3134	268247049	1626519	     103.571	       0.628	 31.766423	 -97.138541                                                                                          
TX	4831193920	01939266	Tilden CCD	S	707	485	2951100162	44960041	    1139.426	      17.359	 28.384922	 -98.578853                                                                                        
TX	4831392370	01938955	Madisonville CCD	S	7289	3016	472064292	5343697	     182.265	       2.063	 30.955905	 -95.880496                                                                                  
TX	4831392575	01938996	Midway CCD	S	3601	677	282326080	5976226	     109.007	       2.307	 31.018880	 -95.744105                                                                                         
TX	4831392860	01939053	North Zulch CCD	S	2774	1403	452712501	5173828	     174.793	       1.998	 30.941516	 -96.092052                                                                                   
TX	4831591937	01938964	Jefferson CCD	S	4552	2525	515289995	32087126	     198.955	      12.389	 32.793039	 -94.214547                                                                                    
TX	4831592092	01938965	Lake O' the Pines CCD	S	5994	3693	471185534	70067705	     181.926	      27.053	 32.799098	 -94.519596                                                                            
TX	4831793725	01939227	Stanton CCD	S	3437	1330	391034619	56956	     150.979	       0.022	 32.205271	-101.805721                                                                                         
TX	4831793835	01939249	Tarzan-Lenorah CCD	S	1362	522	1978659492	1874891	     763.965	       0.724	 32.326219	-101.964393                                                                                
TX	4831992445	01938970	Mason East CCD	S	3114	2004	921222877	3448713	     355.686	       1.332	 30.774057	 -99.094769                                                                                    
TX	4831992450	01938971	Mason West CCD	S	898	729	1484366070	5385693	     573.117	       2.079	 30.675970	 -99.308906                                                                                     
TX	4832190220	01938519	Bay City CCD	S	23170	10209	706984130	5316997	     272.968	       2.053	 29.022348	 -95.894991                                                                                    
TX	4832192465	01938974	Matagorda-Sargent CCD	S	3301	4035	880294377	945235890	     339.884	     364.958	 28.651650	 -95.876963                                                                           
TX	4832192940	01939069	Palacios CCD	S	5749	2535	465863781	367721220	     179.871	     141.978	 28.660582	 -96.187106                                                                                    
TX	4832193915	01939265	Tidehaven CCD	S	4482	2022	796558378	8405666	     307.553	       3.245	 28.916097	 -96.155920                                                                                     
TX	4832391100	01938698	Eagle Pass CCD	S	52141	16828	1263184542	18771075	     487.718	       7.248	 28.491814	-100.262971                                                                                
TX	4832393165	01939114	Quemado CCD	S	2117	634	2050079610	13654798	     791.540	       5.272	 28.897797	-100.356990                                                                                      
TX	4832590645	01938604	Castroville-LaCoste CCD	S	14060	5617	519813667	5294725	     200.701	       2.044	 29.444154	 -98.862573                                                                          
TX	4832591030	01938684	Devine-Natalia CCD	S	16567	6360	514012745	2230151	     198.461	       0.861	 29.183183	 -98.930031                                                                               
TX	4832591040	01938686	D'Hanis CCD	S	1760	974	1142532923	5510944	     441.134	       2.128	 29.344470	 -99.311856                                                                                       
TX	4832591820	01938845	Hondo CCD	S	13619	5040	1256296851	10733665	     485.059	       4.144	 29.385782	 -99.091038                                                                                      
TX	4832792515	01938984	Menard East CCD	S	380	362	980359320	311636	     378.519	       0.120	 30.885380	 -99.649669                                                                                      
TX	4832792520	01938985	Menard West CCD	S	1862	1340	1355886622	301923	     523.511	       0.117	 30.894825	 -99.947259                                                                                   
TX	4832992560	01938993	Midland CCD	S	119500	48160	445326054	1558601	     171.941	       0.602	 32.013536	-102.156408                                                                                    
TX	4832992566	01938994	Midland South CCD	S	17372	6191	1886438781	2975309	     728.358	       1.149	 31.848988	-102.005075                                                                               
TX	4833190505	01938576	Buckholts CCD	S	1261	582	242633575	522320	      93.681	       0.202	 30.905199	 -97.131687                                                                                       
TX	4833190540	01938583	Burlington CCD	S	1208	706	586183574	3259176	     226.327	       1.258	 30.959609	 -96.874479                                                                                     
TX	4833190590	01938593	Cameron CCD	S	7028	3017	260674964	493937	     100.647	       0.191	 30.832445	 -96.973124                                                                                        
TX	4833190960	01938670	Davilla CCD	S	1461	683	333633855	639845	     128.817	       0.247	 30.767549	 -97.196730                                                                                         
TX	4833191485	01938774	Gause-Milano CCD	S	2612	1284	555256765	2264153	     214.386	       0.874	 30.749481	 -96.790473                                                                                  
TX	4833193290	01939139	Rockdale CCD	S	8315	3770	337808136	2229168	     130.428	       0.861	 30.647452	 -96.996396                                                                                      
TX	4833193895	01939261	Thorndale CCD	S	2872	1263	317646576	3130298	     122.644	       1.209	 30.597830	 -97.135841                                                                                     
TX	4833391550	01938787	Goldthwaite CCD	S	2894	1580	601854531	1023327	     232.377	       0.395	 31.382851	 -98.596775                                                                                   
TX	4833392690	01939019	Mullin-Priddy CCD	S	2042	1266	1336132953	2879250	     515.884	       1.112	 31.545302	 -98.609012                                                                                
TX	4833590795	01938637	Colorado City CCD	S	7333	2609	376749229	5237629	     145.464	       2.022	 32.415272	-100.851471                                                                                 
TX	4833592285	01938938	Loraine CCD	S	1097	646	672808869	3472888	     259.773	       1.341	 32.289918	-100.751190                                                                                        
TX	4833594155	01939313	Westbrook CCD	S	973	809	1310153554	3779380	     505.853	       1.459	 32.280139	-101.049518                                                                                      
TX	4833790390	01938553	Bowie CCD	S	10520	5197	712368708	9264185	     275.047	       3.577	 33.550502	 -97.845319                                                                                        
TX	4833792610	01939003	Montague-Forestburg CCD	S	2001	1059	518086960	2136531	     200.035	       0.825	 33.586368	 -97.632121                                                                           
TX	4833792765	01939034	Nocona CCD	S	4615	2327	671358628	3122514	     259.213	       1.206	 33.818537	 -97.784334                                                                                        
TX	4833793395	01939161	St. Jo CCD	S	2583	1548	509220476	4564062	     196.611	       1.762	 33.761789	 -97.570985                                                                                        
TX	4833992375	01938956	Magnolia CCD	S	52321	18148	318521668	1393728	     122.982	       0.538	 30.177248	 -95.712319                                                                                    
TX	4833992625	01939006	Montgomery CCD	S	50994	22419	828303744	45565707	     319.810	      17.593	 30.392967	 -95.688597                                                                                 
TX	4833993655	01939213	Southeast Montgomery CCD	S	318202	122845	1250672319	11549243	     482.887	       4.459	 30.221853	 -95.338811                                                                    
TX	4833994220	01939326	Willis CCD	S	34229	14235	300582951	32513850	     116.056	      12.554	 30.450232	 -95.467134                                                                                     
TX	4834191090	01938696	Dumas CCD	S	19812	7014	1689086060	25119482	     652.160	       9.699	 35.807988	-101.950763                                                                                      
TX	4834193805	01939243	Sunray CCD	S	2092	867	641102718	598689	     247.531	       0.231	 35.924680	-101.726185                                                                                          
TX	4834390940	01938666	Daingerfield CCD	S	8273	3798	301227022	13444326	     116.304	       5.191	 33.005474	 -94.726461                                                                                 
TX	4834392705	01939022	Naples CCD	S	4661	2226	351410085	3949787	     135.680	       1.525	 33.208042	 -94.733949                                                                                        
TX	4834592454	01938973	Matador CCD	S	1025	634	1315015390	203384	     507.730	       0.079	 33.955293	-100.748400                                                                                        
TX	4834592822	01938972	North Motley CCD	S	185	145	1247939440	439417	     481.832	       0.170	 34.193149	-100.805298                                                                                    
TX	4834790720	01938622	Chireno-Martinsville CCD	S	5120	2488	657938424	60561948	     254.031	      23.383	 31.482492	 -94.414592                                                                         
TX	4834790935	01938665	Cushing-Douglass CCD	S	4875	2400	576744717	5952345	     222.682	       2.298	 31.734453	 -94.820271                                                                              
TX	4834791465	01938770	Garrison CCD	S	2624	1188	228494836	2263360	      88.222	       0.874	 31.795231	 -94.528563                                                                                      
TX	4834792700	01939021	Nacogdoches CCD	S	51905	21330	988342171	20968335	     381.601	       8.096	 31.598664	 -94.651363                                                                                
TX	4834990340	01938543	Blooming Grove CCD	S	4382	1961	409681840	13882521	     158.179	       5.360	 32.044511	 -96.746440                                                                               
TX	4834990865	01938651	Corsicana CCD	S	32710	13408	807757287	121020628	     311.877	      46.726	 32.053556	 -96.438656                                                                                 
TX	4834990965	01938671	Dawson CCD	S	3518	1769	603094414	14139522	     232.856	       5.459	 31.881718	 -96.579271                                                                                       
TX	4834992005	01938882	Kerens CCD	S	3420	1652	430967325	44217707	     166.397	      17.073	 32.103302	 -96.205539                                                                                       
TX	4834993225	01939126	Rice CCD	S	3705	1444	363421845	4378787	     140.318	       1.691	 32.227870	 -96.398021                                                                                          
TX	4835190530	01938581	Burkeville CCD	S	2059	1570	779169686	9905662	     300.839	       3.825	 31.059811	 -93.705461                                                                                    
TX	4835190575	01938590	Call CCD	S	2690	1328	485357005	2214863	     187.397	       0.855	 30.552529	 -93.797121                                                                                          
TX	4835191035	01938685	Deweyville CCD	S	3455	1505	296202698	605235	     114.365	       0.234	 30.324207	 -93.819801                                                                                     
TX	4835192750	01939031	Newton CCD	S	6241	2739	857483028	2946345	     331.076	       1.138	 30.814328	 -93.713595                                                                                        
TX	4835390325	01938540	Blackwell-Nolan CCD	S	687	416	762629036	695239	     294.453	       0.268	 32.224390	-100.295693                                                                                  
TX	4835393325	01939146	Roscoe CCD	S	2049	966	1071810640	821997	     413.828	       0.317	 32.288687	-100.539747                                                                                         
TX	4835393810	01939244	Sweetwater CCD	S	12480	5770	527621877	3535441	     203.716	       1.365	 32.444247	-100.344697                                                                                   
TX	4835590315	01938538	Bishop CCD	S	6694	2495	456560078	1251218	     176.279	       0.483	 27.703832	 -97.824985                                                                                        
TX	4835590850	01938648	Corpus Christi CCD	S	293129	117893	770271373	145040511	     297.403	      56.000	 27.701768	 -97.438122                                                                          
TX	4835590855	01938649	Corpus Christi West CCD	S	12302	4792	425768410	5118386	     164.390	       1.976	 27.848990	 -97.774812                                                                          
TX	4835591080	01938694	Driscoll CCD	S	2638	984	396381852	152370	     153.044	       0.059	 27.631028	 -97.662370                                                                                        
TX	4835593095	01939100	Port Aransas CCD	S	12624	10339	93287987	695663969	      36.019	     268.597	 27.754252	 -97.173385                                                                               
TX	4835593270	01939135	Robstown CCD	S	12836	4530	29388651	0	      11.347	       0.000	 27.796697	 -97.660593                                                                                            
TX	4835793005	01939082	Perryton East CCD	S	9586	3763	1208276083	687119	     466.518	       0.265	 36.259275	-100.692189                                                                                 
TX	4835793010	01939083	Perryton West CCD	S	637	299	1168366332	644659	     451.109	       0.249	 36.268171	-100.955024                                                                                   
TX	4835990017	01939287	Adrian CCD	S	240	150	1605426461	238778	     619.859	       0.092	 35.382591	-102.863170                                                                                          
TX	4835994018	01939286	Vega CCD	S	1812	691	2280936837	2099252	     880.675	       0.811	 35.441066	-102.407528                                                                                          
TX	4836190440	01938563	Bridge City-Orangefield CCD	S	14938	6413	174794676	86099602	      67.489	      33.243	 30.021866	 -93.883770                                                                     
TX	4836192480	01938977	Mauriceville CCD	S	10399	4113	185915753	7446315	      71.782	       2.875	 30.188135	 -93.817004                                                                                 
